,Tweet,Suicide
1359,"Hurrah! Someone is listening! Delay so long, have now missed meeting. Back home to walk dog and reschedule",not suicide post
1360,"@gigdiary @bugmum I think he got our descriptions mixed up Bugmum Either that or you gotta tease him more, treat em mean.....",not suicide post
1361,@geeklitebeta Had to follow after reading that tweet about &quot;Why is it that every second ...&quot;,not suicide post
1362,I hate myself,potential suicide post
1363,@889grapevine Looking forward to the new website,not suicide post
1364,Wishing you all the happiness and love in theâ¦,not suicide post
1365,"feel like running away, far away, in a great place where no one can find me.",not suicide post
1366,"I'm gunna have a lazy day today. Woo, Good timezzzzzzzz",not suicide post
1367,i want to kill myself but i am afraid to die i have been dealing with this pain for about 3 years i have seen many therapists and have tried medication nothing has worked i told my parents tonight that i wanted to commit suicide and it has caused nothing but chaos in my house i have been looking online for ways to die and have figured that drinking and taking medication is the way to go for me i have already been drinking but have been hesitant to take medication because i am scared to die i do not believe in god i do not know what comes after death i am scared of pain and afraid that it will hurt and i will not succeed,potential suicide post
1368,I stay up all night tryna make myself feel alright I'm too uncomfortable to fall asleep ugh fuck this bitch of a roâ¦ https://t.co/gkzZR3jNfW,potential suicide post
1369,my life is meaningless i just want to end my life so badly my life is completely empty and i dont want to have to create meaning in it creating meaning is pain how long will i hold back the urge to run my car head first into the next person coming the opposite way when will i stop feeling jealous of tragic characters like gomer pile for the swift end they were able to bring to their lives,potential suicide post
1370,"RT @JoshYugen: @EntrataLorna @maymayentrata07 Hi tita @EntrataLorna now I know why she is the most humble and most genuine, even though itâ¦",not suicide post
1371,Why is it that I can absolutely nail my job that I despise with all my heart but manage to royally fuck up every siâ¦ https://t.co/sUX9u3Bo3q,potential suicide post
1372,sat at home doing nothing? looking foward to bakewell next week though,not suicide post
1373,@GemBrodie I have liked Ryder for quite awhile &amp; it was good to see him perform on a televised fight. I am loving it,not suicide post
1374,@pinksealight haha 2 am lol omg IM FREEZING TOO!! haha,not suicide post
1375,@D_Silver i saw your photos! hot!,not suicide post
1376,Cool! Now I have my own leaping theme music! I am going to forgo thinking about the fact that it is the Pepe Le Pew music and just leap,not suicide post
1377,"@jaimiefanatic about time that Mc Flipside mix came out, its sooooooooooooo goooooooooood",not suicide post
1378,with my financial situation getting worse so does my mental health suicide is my plan z and i feel like i am about to reach plan z i think i should have just committed suicide at 15 years old when i thought about it a lot now i grew up and i made my life worse ,potential suicide post
1379,"@seanhannity "" Every day becomes a disappointment for us AMERICANS that want OUR AMERICA back AS it is to be ""! . Lâ¦ https://t.co/qRm2xOgJxL",potential suicide post
1380,RT @shaunking: I am supporting @RepBarbaraLee for this.,not suicide post
1381,"I am just tired of everything, i wanna die",potential suicide post
1382,RT @elsierosehewitt: how much anger must u be carrying to treat a stranger -whoâs life/struggles/battles you know nothing about- so poorly?â¦,potential suicide post
1383,prays for his new job career. praise god i got a new job.,not suicide post
1384,"Hooraaaaaaaaaay!!!!!!!! Proud to have been an itty bitty droplet in this ð.     Congratulations @joshua_harder, youâ¦ https://t.co/rA4Xj5oWVf",not suicide post
1385,RT @vanbrueghel: release my body,potential suicide post
1386,RT @trilllizard666: i swear some you motherfuckers WANT people to be horrible racist rapist homophobic pedophiles after they die and you giâ¦,potential suicide post
1387,@MmmBaileys Me Happy Birthday! Loving the foxy avatar pic as well Serious party plans for the big day?,not suicide post
1388,i did something on the 2 of october i overdosed i just felt so alone and horrible i was in hospital for two days now when i walk down the hallways of my school they always look at me weird and say i should take more pills and i hate it i have no one i have this voice in my head now and it wont go away and i cant be myself anymore thanks for reading,potential suicide post
1389,Big Law Killed My Husband': An Open Letter From A Sidley Partner's Widow https://t.co/fm1oCvjRYy  #Suicide #Depression #Shame,potential suicide post
1390,@smeykunz We can all have a fun ladies night! Anyone can join!,not suicide post
1391,"guess who will die today? thatâs me!! Iâm too tired of everything rn and Iâm too hurt,,",potential suicide post
1392,I just wanna bring up Mac didnât die from cocaine mixed with fentanyl. He literally had a line. .âshit ainât been tâ¦ https://t.co/wUElVuw1CO,potential suicide post
1393,"Watching Tron Oh my goodness, genius stuff :-D. the bike scene just flashed by",not suicide post
1394,"Having Sugar Puffs for breakfast &amp; listening to McFly, what a great way to start my day",not suicide post
1395,@dvroegop having 100+ slides again,not suicide post
1396,"@Elianasunshine7,Newfoundland, Canada,RT @animeesay: I want to say ill never be active again. Not quite sure, i dont have any reason to be on here anymore anyways bye everyone tâ¦",potential suicide post
1397,We are open again today from 10:00 am til 7 pm.. come in and see us,not suicide post
1398,@KDwow_ sorry I keep missing u kd u don't need to apoligise  for nothing we all have bad days an what u are dealingâ¦ https://t.co/aaKsXzHZoT,potential suicide post
1399,@imjustcreative bless ya fella,not suicide post
1400,"RT @WanNurSyaira: I never say my life is miserable, my life is pretty good not gonna lie. But what it seems to be a âprivilegedâ life may nâ¦",potential suicide post
1402,This is painful and just the thought of losing another young person to suicide makes it extremely hard to see a famâ¦ https://t.co/45IlNiJt6h,potential suicide post
1403,@diablocody I LOVED YOU ON CHELSEA LATELY!!,not suicide post
1404,@robjjones Moody Woods is absolutely awesome,not suicide post
1405,"since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, pâ¦ https://t.co/eokuBuayM6",potential suicide post
1406,"@kimlet9 : oh, that was great! Thanks, I'll pass it around.",not suicide post
1407,OMG SERIOUS? WHY NOT? it was shit. im getting thursday off tho wat do you want to do. i got a reply YEOW!,not suicide post
1408,@Melissa_Lyford You're such a sweet daughter-in-law! I hope it goes well today!,not suicide post
1409,@poindexterity Ooh! I've never been to the Alameda flea market. Must check it out. Thank you,not suicide post
1410,@tcouto Cool stuff!,not suicide post
1411,I've truly never been happier with my life :))) I'm rid of all the toxic people who brought me down :))) and thoseâ¦ https://t.co/g8KBt7lbtw,potential suicide post
1412,@sofifii thats a big one!,not suicide post
1413,@PoorBoyOnline Was no reason for you to get banned 2k not right..Ronnie stay banning folks that do nothing but tryâ¦ https://t.co/zijyqCpXoE,potential suicide post
1414,damn i really do hate myself,potential suicide post
1416,RT @BabitaBandhu: @MLekhiOffice World got the right path celebrating 'Matri pitri pujan diwas' started by #Bapuji. #ServiceForHumanity,not suicide post
1417,"@kimmmyberley Lol, he makes a few good points I love the 'customers who bought crocs also bought...', hilarious!",not suicide post
1418,aahhh i need sleep but cloverfield at 3am was worth it!,not suicide post
1419,"@psandalio yeah, I remembered reading about that, I think someone else mentioned it.There's still room in the market",not suicide post
1421,Is glad she got changed 3 times this morning xD its lovely &amp; sunny,not suicide post
1422,i will probably kill myself before 2018 i have always been depressed as long as i can remember summers are better but school always makes it much worse i probably would have tried to kill myself last may if i had a car now i do last may was the worst its ever been i transferred to an early college program soi amtaking classes at the cc instead of my shitass high school ive only been in school for two weeks and its progressing way faster than normal idk why i want to die nothing traumatic has happened to me but i do i hate myself so much i will probably co myself if this doesnt get better soon,potential suicide post
1423,"@Carlotaxx 'Evening Carlota, not bad thanks ... a bit tired ... but that is normal ... *rolls eyes* ... ;-)",not suicide post
1424,@SowaTheArrogant Well he was partially right! I do want him to get sick and die and I would dance on his grave! Mayâ¦ https://t.co/5AzPorJUos,potential suicide post
1425,@cyberpenguin I am really good...tired but good,not suicide post
1426,RT @anjellycaa_: Iâm at the point of the semester where Iâm so tired of everything. I just want to roll over and die.,potential suicide post
1427,"Today i almost kill myself because I almost hit by a bus, thank Allah.",not suicide post
1428,my friends think i'm weird because i watch the news all the time....watching the news,not suicide post
1429,i want to overdose on advil and benadryl and just end this i have enough to do the job i am really tired of this shit i just want to give up,potential suicide post
1430,LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIKE THAT SOMETIMES,potential suicide post
1431,Hers my view from Canada ..for what its worth. More than half of you did..or he wouldnt be president..he treats his friends like shit..everyone is now his enemy..the USA has lost ALL respect from here..we want tou to build the wall here..cause we just dont trust you anymore..,potential suicide post
1432,I want you to explain yourself to me.,not suicide post
1433,RT @reckless: I am so jealous of this insane @TaylorLorenz story I want to die https://t.co/6RNqtfKlH5,potential suicide post
1434,@JamFactory and such a beautiful (if typically Mac'y) web site too,not suicide post
1435,"IM GOING TO KILL MYSELF my art teacher just expanded the homework we needed to go by like fucking FIVE TIMES, I THOâ¦ https://t.co/BYzGwBrFWB",potential suicide post
1436,@MattKelland that Dalek is great,not suicide post
1437,"RT @hullablue: Daughter was delighted to see this assistant referee today 'her hair is like mine, can I be a referee? '",not suicide post
1438,Mbappe is not tired.,not suicide post
1439,"RT @MilradJalen: @raesanni I agree itâs awful and makes no sense. Regardless of his last mistakes, he didnât deserve to die and mocking himâ¦",potential suicide post
1440,RT @dcostaroberts: The Pentagon spent millions to prevent suicides. But the suicide rate went up instead.  https://t.co/D7BaGVTi9h,potential suicide post
1441,man game of thrones is going to end next year and I'll have to wait 10 years for TWOW and ADOS to come out to get mâ¦ https://t.co/LIVsVvZC3M,potential suicide post
1442,hi! just joined and i think it's brill! haha still in bed........couldn't be bothered getting up! anyway..........BYE!,not suicide post
1443,thinking about killing myself i got raped at 10 years old by a drunk homeless man and who is trying to find where i live and i am now 19 year old boy with no friends my gf dumped me everyone hates me my mom and dad hate me i got abused when i was kid i dont have any reason to live anymore i want to kill myself,potential suicide post
1444,RT @therealMickeyT: Wasn't the performance we wanted but delighted with a point we're still unbeaten &amp; got the best GK in the world,not suicide post
1445,"In ny No flight delays, thank goodness. Las vegas was memorable! Loved fob/atl/cs concert",not suicide post
1446,is going to take a nap before going for BM tuition.,not suicide post
1447,RT @porrafelipeee: They figure me a dead motherfucker,potential suicide post
1448,@bensummers Isn't that sweet of them.... Altruism at it's finest....,not suicide post
1450,@aaronspears She's soo cute Good luck with the museum thing... lol,not suicide post
1451,"@thatalisongirl I think the ginger next door are having a fight, like a bad one! I don't know what to do",not suicide post
1452,Want to kill him.,not suicide post
1453,why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the middle ages for example of course you fear getting in hell and stupid shit like that but today even if it is completly painless why would you struggle to just end it all i myself am not suicidal i would say even if i think about it more than often to just quit go the pussy but easy way why should i struggle with life instead of going the easy route personally i think its because mankind fears the unkown we dont know whats after death because none really came back from actual death and reported about it like actual clinical dead but is is really the only reason like i know i am not going to kill myself yet and it probably stays that way because i am just too much of a pussy to be a pussy if you get what i mean ,potential suicide post
1454,i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and 100 times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,potential suicide post
1455,"Back home and finished dinner. Just stopped by for a minute, still much to do tonight! Be back later",not suicide post
1456,"@weird6 it is. The pizza place is standing room only around dinnertime. They had a pizza named after me, the Woo.",not suicide post
1457,I'm so fucking tired of depression. I woke up feeling productive today now I don't want to do anything I feel shitâ¦ https://t.co/hdyYYzOq6X,potential suicide post
1458,@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,potential suicide post
1459,@PembrokeDave Just working matey but i'm off next week,not suicide post
1460,i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i dont really feel like going on i really want to kill myself,potential suicide post
1461,eating as usual....cant wait for Pogo thursday night! whoop,not suicide post
1462,@rabbitroodle And me too! *YAY!* GOOD MORNING!!!,not suicide post
1463,"@inmyheadstudios well...good morning, i think...lol nothing like playing muscial chairs with where you sleep!",not suicide post
1464,@destanigroup Thanks for the link to fastpitch!,not suicide post
1466,why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family support net so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,potential suicide post
1467,I feel so lonely,potential suicide post
1468,@madhoward... I'm almost caught up on HIMYM! I watched 3-4 episodes with @calamus last night! SSSSOOOO GOOD!,not suicide post
1469,"RT @SevenShepherd: ""And a certain centurion's servant, who was dear unto him, was sick, and ready to die."" ~Luke 7:2 #Jesus #God #Bible",potential suicide post
1470,"Off to town now, see you later",not suicide post
1471,@JonathanRKnight Thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,not suicide post
1472,forgot she had a twitter &amp; is pleased to know more people have joined.,not suicide post
1473,"sis, don't. my life isnt how you  think it is. my life is a miserable.",potential suicide post
1474,@aplusk Ha! Nice...A lot like love is on tv right now what a cute movie!,not suicide post
1475,besties staying tonite !!,not suicide post
1476,RT @NickdMiller: Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,potential suicide post
1477,@alexiaaa hahas sucks to be you,not suicide post
1478,@nikkiclifton Thank you precious woman. May you receive that and exceedingly more than you could ever hope for or imagine.,not suicide post
1479,the time has finally come i am finally ready to end it all after 25 years of a sickening life i am ready to end it all i should have done it earlier but my life was all about coping i ll die with depression and as an involutary celibate thought of resorting to sex work before death but i have no motivation for that i ll die in the city where i was born the bridge is 75 meters tall so it should be enough to kill me if i fall on concrete goodbye meaningless world,potential suicide post
1480,"@cityrat59 nothing to congratulate for, it's just a task, but thanks @geovolt i don't work in the Maemo group",not suicide post
1481,i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault ive heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i ve asked some at least then i could rest i wouldnt be tired i wouldnt be,potential suicide post
1482,i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place ,potential suicide post
1483,wow i just woke up and there's a bag next to my bed. i hate alcohol! wtf happened tonight?!?! thanks everyone who came to my bday dinner,not suicide post
1484,@lejeff oh pants! I'm hanging out with the old folks back in England Defo b up 4 1 when I get back. tho,not suicide post
1485,@thatswhack74 WHOA I WANT SOME TOO,not suicide post
1487,I didn't want you to see the painting until it was done.,not suicide post
1488,He was tired.,not suicide post
1489,I'm so tired of living pay check to pay check. If any scammer wanna DM please do ðð,potential suicide post
1490,Y'a I'll go on a complete social media strike till I change myself completely. I'm about to unlearn all the fuckedâ¦ https://t.co/d2baPJ9Q6c,potential suicide post
1491,- Sitting in the studio talking to Danniee Beee who is ignoring me as he is adding friends to his Facebook;that is until he reads this,not suicide post
1492,This was a relationship she might want to pursue if he wasn't involved in something illegal.,not suicide post
1493,@janniesTWbox But the dip keeps following me! Neh gaat alweer stuk beter gelukkig. Just one of those days!,not suicide post
1495,My baby is tired.,not suicide post
1496,Done with the stress,not suicide post
1497,RT @soieange: My ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abouâ¦,potential suicide post
1498,"@writingprincess Also, do you own any designer clothes?",not suicide post
1499,If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodoraâ¦ https://t.co/5MOeekHS6M,potential suicide post
1500,@Acrobat77 Select the tile option. It's a little square towards the bottom of the screen when you're changing the background,not suicide post
1501,@RealRobBrydon can't wait for Friday.. I'm coming to see the recording! do you know who Friday's guests are yet? looking forward to it,not suicide post
1502,Good morro! I had a dream that I was banned from GGUI,not suicide post
1503,"@khushi4all Don't make a topic, am sure you'll get some replies soon.",not suicide post
1504,I want you to clean the dishes.,not suicide post
1505,me when i finally die after saying i want to die every single day https://t.co/zXWoEexbQZ,potential suicide post
1506,i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism,not suicide post
1507,@sorinna Billie Holiday - I love this one Ã¯Â¿Â½TÃ¯Â¿Â½ainÃ¯Â¿Â½t NobodyÃ¯Â¿Â½s Business If I DoÃ¯Â¿Â½,not suicide post
1508,@nerer0cket dont worry we'll make the most out of it,not suicide post
1509,wanted to kill her.,not suicide post
1510,"@MoeruItami,[#XB2RP  | #MVRP],yeah, fuck it. im logging out. ill maybe make another account some other time and follow people i like but i really dont want to be here anymore. i dont enjoy the verse, waaay too toxic.",potential suicide post
1511,Why did I even come back I want to fucking die I'm tired of everything,potential suicide post
1512,RT @DrA_001: Buying your girl weaves is love language on its own ð¯,not suicide post
1513,"eating pre-peeled oranges, too lazy to peel my own orange.",not suicide post
1514,@Mendelt Goodmorning dude! long time no see,not suicide post
1515,"@neilpk70 @2pc_Viking @DianeMariePosts @M_S_Fricker You are being narrow minded....it's about the people, who jsutâ¦ https://t.co/4gsj86SZmV",potential suicide post
1516,@ilovetypography and in danish its &quot;rytme&quot;,not suicide post
1517,I thought Iâve hated myself before but now i really truly hate myself so god damn much.,potential suicide post
1518,@sputnick42 welcome &amp; good to see you!,not suicide post
1520,tellin two of my bfflÃ¯Â¿Â½s to sign up here,not suicide post
1521,@BBQNYC thats right unc!!! what a game...,not suicide post
1522,"@alexasberthold,The Moon,I cant do this im a fucking wreck i havent touched a thing at work i have cried here since 8am but i dont want to leave because i have to go say goodbye to someone i shouldnt be. Idk what to do with myself anymore",potential suicide post
1523,Is up at 7 am for no reason. Had a great day yesterday... hopes today is just as good,not suicide post
1524,survive but tired like shit whatâs the point of living,potential suicide post
1525,I hate myself sm. I just wanna die. I donât deserve to live.,potential suicide post
1526,"@TennisGrapevine ""Thousands of dead children"", as he put it. Sigh.",potential suicide post
1527,I'm tired of living tbh,potential suicide post
1528,Damn I hate myself,potential suicide post
1529,@REGYATES Nice pictures! Glad your having a good time!,not suicide post
1530,@coollike don't quit Twitter,not suicide post
1531,RT @akiresaur: Learn the art of being alone and being happy at the same time.,not suicide post
1532,"@sokeri thanks for the help, i have realized that Now I need you to make it work.",not suicide post
1533,"checking out virtual box, looks quite nice",not suicide post
1534,"@Rukaarii Just woken up, very pleased he won. Was it a good match?",not suicide post
1535,Somebody kill the evil version of me please!!,potential suicide post
1536,"heading home today for easter break my parents don't think i'll be home til thursday, so what a surprise!",not suicide post
1537,RT @MandalMadhura: @narendramodi Itâs a black Diwali for all of us who failed to #LetAvniLive. while we reached out to ur office with evideâ¦,potential suicide post
1538,I dont want to be here anymore,potential suicide post
1539,"I'm getting tired of people going through everything, like literally everytime I die its cuz someone goes my stuff",potential suicide post
1540,@ThE_ED uh oh you're in trouble,not suicide post
1541,Won my first game of settlers ..and I didn't even realize I could have won the pound before haha,not suicide post
1542,"hey hey hey, just joined Twitter. sounds like a nice thing",not suicide post
1543,@Boddingtons baby id try anything for the first time wi you...,not suicide post
1544,ptsd and alcohol i had some extremely horrible violent stuff happen to me a few years ago i was 21 nowi am26 i forgot about repressed it or whatever for several years something unrelated one day made me remember everything it all came flooding back into my mind and it was like i was reliving it all and felt like i was having a never ending panic attack for about 4 days this buried trauma explained a lot about why my alcohol pornography cigarette usages were all insanely high to the point they fucked up my life and relationships with people close to me in signifigant waysi amafraid to talk about what happened to anyone even people i trust like my family or a potential therapist due to extreme irrational paranoia about the people involved finding out and hurting me again and sometimesi amjust completely consumed by negative horrible thoughts and cant escape them i tried getting a sliding scale therapist a couple years ago and even t and gave up on the idea of therapy i dont know what to do i dont want to give up ,potential suicide post
1545,@AMyburgh No problem.,not suicide post
1546,buying a gun tomorrow since stores are closed i ll spare you the details of my life since no one will give a shit anywayi amjust done with everything nothing helps yes i am well aware that i m not alone it doesnt make a shit of difference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they dont know what to do i tried knives but i cant bring myself to draw blood ,potential suicide post
1547,"There is only One seat at The Church of Jason. My Life; My Choice; My Belief; My artistic expression. Sorry, thereâ¦ https://t.co/cIilCixUQK",potential suicide post
1548,@michaelgrainger heh heh but you cld use it for anything almost lol,not suicide post
1549,@Thetoffeemen1 @SimonMidi9790 @RonaldKoeman @Everton sure just get that homework done while celebrating that poin https://t.co/oi7X3ZTLGy,not suicide post
1550,@weinerburger haha it was alright. we ended up paying abt $900. and yes i am coming to school tmoro oh oli pood tday! ;D,not suicide post
1551,"Iâm tired of lies and living in lies, of people showing only the versions they want to show and of shows that people put on.",potential suicide post
1552,Happy birthday big guy keep up the good work @Brandon_Leach7,not suicide post
1553,@andreascliment It's a nice piece of software indeed,not suicide post
1554,"Im exhausted to the point where I NEED my peace. Ive gone as far as deciding I would die for it, cut ties for it. Iâ¦ https://t.co/Nh4RvwANDg",potential suicide post
1555,RT @juliareyes004: @Ryankingry You or the picture?! Cus damn both be looking so good! ðð¤©,potential suicide post
1556,"iâm tired of struggling, im tired of asking for help and mostly iâm just tired of life. itâs not worth living anymore.",potential suicide post
1557,ok... now I have tkts for 2nite... Fast and the Furious! hope is GREAT after being sold out for the weekend!...,not suicide post
1558,@michelpoulain Bon courage pour Magento !,not suicide post
1559,I just want it to be healthy.,not suicide post
1560,I hate myself more than anything in the world,potential suicide post
1561,But I'm just a motherfucker that want to be dead,potential suicide post
1562,@stml Have you been overdoing the William Gibson novels?,not suicide post
1563,"RT @theseoulstory: Cheers for more wonderful years with HIGHLIGHT Happy 8th anniversary, guys! @ent_aroundus #CELEBRATE_HIGHLIGHT",not suicide post
1564,I do think homies doing the right thing &amp; deserves every dollar he will get. Steelers are silly for not paying himâ¦ https://t.co/ISoS0lcKTS,potential suicide post
1565,@Joshmadden - OMG THANKS FOR REPLYING TO ME You just made me sooo happy!!! Please folow me...I've learnt so much from your blogs ),not suicide post
1566,RT @afrocybergal: iâve been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life.,potential suicide post
1567,@limrobmichael Wala akong specific problem actually. Iâm just so drained and tired of everything i just wanna die hahahaha,potential suicide post
1568,"@pezholio Interesting, a digital engagement peep. Good to know they're engaging with people at the coal face.",not suicide post
1569,"@vfpuk My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in â39 the thought of fightâ¦ https://t.co/gh1oCMsz7Q",potential suicide post
1570,"@LisainDallas it's not 'nerd', Lisa, it's 'retard', remember? Special Olympics? I don't speak Austrian? that guy is breathtaking..",not suicide post
1571,"important meetings happening all over the office, and i'm not needed in any of them. YES!",not suicide post
1572,if i am not happy by age 25 i think its best that i just die i am 19 years old i have had anxiety my entire life and depression since i was 12 and its gotten worse and worse over the years add misophonia to that and it makes life torture its especially bad now because i dont know what the fucki am doing in life the only reason i have to live is for my friends and family and because i am too scared to die which is ironic because i wish i was dead most of the time or at least i wish i had never been born but life is scary too anyway if things dont get better in the next 5 years then i fucking quit or maybe i ll pussy out like the pathetic piece of shit coward i am i dont know ,potential suicide post
1573,Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,potential suicide post
1574,Got banned in my boy Clayster's chat by his thot gf @Lunalovebadxo for saying its sad how CoD pros wake up at 4 PMâ¦ https://t.co/9FJuA5dlC9,potential suicide post
1575,@TayJasper alrite thanxx,not suicide post
1576,@squishynoms you did not get mumps so thankfully my life is spared WOOP,not suicide post
1577,Just wanna fucking sleep and never wake up ever again ð,potential suicide post
1578,Messi is tired.,not suicide post
1579,RT @WayneRooney: Congratulations to Joe Cole on a brilliant career. Enjoy your retirement mate ðð¼ð´ó §ó ¢ó ¥ó ®ó §ó ¿ðð¼ https://t.co/L6Lq9R394n,not suicide post
1580,"RT @iriswestallens: I just want to remind yâall that without Iris, Barry Allen would be dead right now. But sheâs useless right? #TheFlashâ¦",potential suicide post
1581,@TheFemGeek Interesting that I was just asking myself that same question!,not suicide post
1582,@markgeollli Pls donât bring this image to my mind Iâm not ready to die,potential suicide post
1583,"@Mummyofmany I have home-made brownies, too....",not suicide post
1584,HI-CHEW is literally the best fucking candy ever.,not suicide post
1585,i don t think i can live with what he did to me i was sexually abused for years and i can t take one more second of reliving the feeling of his hands all over my body i would rather take my life than live with the guilt and shame that i feel over this i can t tell anyone what happened to me i feel like i am going insane,potential suicide post
1586,@Carly109 love the new song. and the chorus is real nice and catchy. gud job. who did the track and recording jordan?,not suicide post
1587,i ended up in the hospital after suicide attempt and now my heart is messed up they wont let me leave until i am medically stable and then i have to go to psych hospital but i am not sure it will work,potential suicide post
1588,"Ergo, my dreams would be crushed. What would I do then? Work a dead end job for the rest of my life and let forms oâ¦ https://t.co/QyPIHvQKMK",potential suicide post
1589,"@mykitchenstore we are planning our first one this year, egg hunt that is",not suicide post
1590,quite bored reallyyy :| on the phone to my baby x,not suicide post
1591,RT @deepee_xo: It's all fun &amp; games until you're throwing up hotcheetos https://t.co/WFnQHu3vaA,not suicide post
1593,"@MissGC : Yeah, I've seen his reply. Congrats, Dear! You must be very happy!",not suicide post
1594,@dandad a beautifully designed fully accessible HTML website,not suicide post
1595,29 and missed my chance at love death cant come for me fast enough 144 iq thats 9983th percentile i also have a ms and ba from top ten schools cant figure this out somehow i am too old to attract someone i am attracted to and i am behind where a ivy graduate should be 42k at 29 years old in a temp position its just not enough to make me worth something i am so tired of not being loved for who i am and envy the attention women get i dont think i will ever be wanted like that just not good enough,potential suicide post
1596,@hughsbeautiful me too. It's gonna be awesome. Eeek! One week!,not suicide post
1597,Raikb is not tired of everything,not suicide post
1598,feeling very happy with the giant box of chocolates that arrived this morning. Easter is a wonderful but underrated holiday,not suicide post
1599,@_WolfGirl_ May 6th We couldn't wait any longer..i was waiting for someone to ask! LOL,not suicide post
1600,Just got back from a sweltering morning covering Cowboys preseason training and the air-con in the office is brokenâ¦ https://t.co/EidVT1AO1h,potential suicide post
1601,"@theschwasound @feraljokes @BethLynch2020 Fuck, somebody come kill me please.",potential suicide post
1602,@CapnSkulduggery Oh dear - it's nearly bedtime at least I'm sure tomorrow will be better. I have urge to hibernate but got work to do!,not suicide post
1603,@ozazure I just trimmed it. I'll post photos soon,not suicide post
1604,"@Pixieguts really???? why? Call superman, he can save you!!!! We need ya!",not suicide post
1605,hates the people on facebook trying to convince JP1 to get an iPhone.,not suicide post
1606,"@vkwheels i love the fact, that i said it like Chandler in my head as i read it. and then kept reading n saw u say, &quot;just like Chandler&quot;",not suicide post
1607,"We need to give a big huge massive shout out to @manny_hockey for his scraper, expertise, and amazing intelligence.â¦ https://t.co/ltQI947boL",not suicide post
1608,@greyseer Decently functional. I'm at work today.,not suicide post
1609,"i'm leaving forever, if you'll miss me whatever",potential suicide post
1610,Working like crazy,not suicide post
1611,More deinstallation fun: wielding power drills &amp; being in love with my spreadsheet organization,not suicide post
1612,Just bought 2 new reads - The Ten Commandments For Business Failure and More Softies: 22 New Friends For You To Sew And Crochet,not suicide post
1613,I donât care who fuck with me at the end of the day i came in this world alone im gon die alone with that being saiâ¦ https://t.co/CuQdOMxwlV,potential suicide post
1614,@DEAHQ WHY do you raid Drs offices when you KNOW that illegal fentanyl thru mail is killing people? People are in sâ¦ https://t.co/Q5vMW7XJIq,potential suicide post
1615,i am going to kill myself tonight i am a lesbian grad student at a conservative big name school in america my life up until now has been shit i am lonely girls only want to use me for sex i dont feel loved by friends ive been struggling to find a dissertation lab i invented something for a professor in undergrad but now shes stealing it and giving me no credit i want to make sure i do it the right way so that i am gone i am just fucking tired of not feeling valued,potential suicide post
1616,@webfreelancer hi hi,not suicide post
1617,@sagebrennan: uuuuuuuuggghhhhhh. Was that Chinese or English?,not suicide post
1618,@mileycyrus lol the conbrainer store thats cute,not suicide post
1619,want to kill her.,not suicide post
1620,she is tired.,not suicide post
1621,@electroginge Buy an Mac yay,not suicide post
1622,"@ChildfreeOnline Yes, I would pay more to to fly on in a #childfree section",not suicide post
